order_date,order_id,region,channel,category,product,units,unit_price,discount_rate,returned,shipping_days
2024-06-26,ORD-001178,North,Marketplace,Beauty,Hair Dryer,3,232.64,0,0,3
2024-06-02,ORD-001179,North,Marketplace,Beauty,Hair Dryer,11,231.91,0.15,0,2
2024-06-28,ORD-001180,North,Marketplace,Beauty,Skin Care Set,2,160.39,0.15,0,3
2024-06-04,ORD-001181,North,Marketplace,Beauty,Skin Care Set,3,163.25,0.1,0,2
2024-06-06,ORD-001182,North,Marketplace,Beauty,Skin Care Set,9,159.22,0,0,2
2024-06-27,ORD-001183,North,Marketplace,Sports,Yoga Mat,10,94.97,0.05,0,2
2024-06-01,ORD-001184,North,Marketplace,Sports,Fitness Band,5,78.58,0,0,2
2024-06-05,ORD-001185,North,Marketplace,Sports,Yoga Mat,3,100.29,0.15,0,4
2024-06-21,ORD-001186,North,Marketplace,Sports,Yoga Mat,7,98.03,0.15,0,3
2024-06-07,ORD-001187,North,Direct,Electronics,Earbuds,4,202.1,0.1,0,3
2024-06-15,ORD-001188,North,Direct,Electronics,Smart Watch,8,408.44,0,0,3
2024-06-11,ORD-001189,North,Direct,Electronics,Smart Watch,7,388.84,0.1,0,5
2024-06-28,ORD-001190,North,Direct,Electronics,Earbuds,2,194.12,0,0,4
2024-06-03,ORD-001191,North,Direct,Electronics,Earbuds,6,192.99,0.15,0,2
2024-06-24,ORD-001192,North,Direct,Home,Storage Box,10,47.34,0.15,1,4
2024-06-23,ORD-001193,North,Direct,Home,Storage Box,5,50.71,0,0,4
2024-06-21,ORD-001194,North,Direct,Home,Storage Box,12,48.54,0,0,2
2024-06-14,ORD-001195,North,Direct,Home,Storage Box,11,48.84,0.15,0,4
2024-06-08,ORD-001196,North,Direct,Beauty,Skin Care Set,3,159.23,0.05,0,4
2024-06-20,ORD-001197,North,Direct,Beauty,Hair Dryer,6,220.99,0.15,0,1
2024-06-25,ORD-001198,North,Direct,Beauty,Skin Care Set,5,157.91,0.15,0,1
2024-06-06,ORD-001199,North,Direct,Sports,Yoga Mat,4,100.49,0.1,0,4
2024-06-13,ORD-001200,North,Direct,Sports,Yoga Mat,7,102.68,0.15,0,4
2024-06-12,ORD-001201,North,Direct,Sports,Yoga Mat,1,94.53,0,0,2
2024-06-06,ORD-001202,North,Social,Electronics,Smart Watch,12,392.92,0.15,0,5
2024-06-11,ORD-001203,North,Social,Electronics,Earbuds,2,208.94,0.05,0,3
2024-06-23,ORD-001204,North,Social,Electronics,Smart Watch,6,413.43,0.15,0,3
2024-06-09,ORD-001205,North,Social,Electronics,Smart Watch,1,404.18,0.15,0,3
2024-06-21,ORD-001206,North,Social,Electronics,Earbuds,12,198.87,0.15,0,4
2024-06-01,ORD-001207,North,Social,Electronics,Earbuds,4,199.08,0.15,0,3
2024-06-22,ORD-001208,North,Social,Home,Desk Lamp,3,85.07,0,0,3
2024-06-27,ORD-001209,North,Social,Home,Storage Box,3,50.56,0,0,2
2024-06-10,ORD-001210,North,Social,Home,Desk Lamp,6,91.59,0,0,4
2024-06-11,ORD-001211,North,Social,Home,Desk Lamp,4,91.93,0.15,0,3
2024-06-19,ORD-001212,North,Social,Home,Desk Lamp,7,89.03,0,1,4
2024-06-17,ORD-001213,North,Social,Home,Desk Lamp,11,92.89,0.15,0,4
2024-06-12,ORD-001214,North,Social,Beauty,Skin Care Set,1,154.79,0.05,0,4
2024-06-16,ORD-001215,North,Social,Beauty,Hair Dryer,1,224.44,0.05,0,2
2024-06-05,ORD-001216,North,Social,Beauty,Skin Care Set,8,165.0,0.1,0,4
2024-06-21,ORD-001217,North,Social,Beauty,Hair Dryer,11,224.05,0.05,0,5
2024-06-22,ORD-001218,North,Social,Sports,Fitness Band,10,78.18,0,0,2
2024-06-23,ORD-001219,North,Social,Sports,Fitness Band,9,80.07,0.05,0,5
2024-06-11,ORD-001220,North,Social,Sports,Yoga Mat,11,95.0,0.15,0,3
2024-06-16,ORD-001221,North,Social,Sports,Yoga Mat,5,101.39,0.1,0,3
2024-06-27,ORD-001222,North,Social,Sports,Fitness Band,3,80.49,0.05,0,4
2024-06-09,ORD-001223,North,Social,Sports,Yoga Mat,11,99.23,0.15,0,4
2024-06-20,ORD-001224,West,Marketplace,Electronics,Earbuds,1,198.12,0.05,1,2
2024-06-23,ORD-001225,West,Marketplace,Electronics,Earbuds,9,195.21,0.1,0,4
2024-06-19,ORD-001226,West,Marketplace,Electronics,Earbuds,10,202.44,0,0,3
2024-06-06,ORD-001227,West,Marketplace,Home,Desk Lamp,6,92.71,0,0,5
2024-06-27,ORD-001228,West,Marketplace,Home,Storage Box,2,51.32,0,0,4
2024-06-07,ORD-001229,West,Marketplace,Home,Desk Lamp,3,91.22,0,0,4
2024-06-04,ORD-001230,West,Marketplace,Home,Storage Box,3,48.11,0.05,0,4
2024-06-18,ORD-001231,West,Marketplace,Beauty,Skin Care Set,4,166.49,0,0,3
2024-06-06,ORD-001232,West,Marketplace,Beauty,Hair Dryer,7,226.29,0.05,0,5
2024-06-05,ORD-001233,West,Marketplace,Beauty,Skin Care Set,4,152.53,0.1,0,2
2024-06-26,ORD-001234,West,Marketplace,Beauty,Skin Care Set,8,151.1,0.1,0,2
2024-06-05,ORD-001235,West,Marketplace,Beauty,Hair Dryer,6,234.43,0,0,6
2024-06-21,ORD-001236,West,Marketplace,Sports,Yoga Mat,6,99.76,0.05,0,4
2024-06-24,ORD-001237,West,Marketplace,Sports,Fitness Band,5,79.89,0.05,0,2
2024-06-09,ORD-001238,West,Marketplace,Sports,Yoga Mat,7,101.57,0,0,1
2024-06-04,ORD-001239,West,Marketplace,Sports,Fitness Band,5,78.54,0,0,4
2024-06-02,ORD-001240,West,Direct,Electronics,Earbuds,2,205.92,0.05,0,5
2024-06-23,ORD-001241,West,Direct,Electronics,Earbuds,7,193.62,0.05,0,3
2024-06-24,ORD-001242,West,Direct,Electronics,Earbuds,3,197.12,0,0,5
2024-06-18,ORD-001243,West,Direct,Electronics,Earbuds,11,208.29,0,0,5
2024-06-16,ORD-001244,West,Direct,Electronics,Smart Watch,8,418.38,0.1,0,3
2024-06-26,ORD-001245,West,Direct,Home,Storage Box,7,47.35,0.05,0,5
2024-06-20,ORD-001246,West,Direct,Home,Storage Box,2,47.58,0.1,0,5
2024-06-22,ORD-001247,West,Direct,Home,Storage Box,1,48.91,0,0,3
2024-06-18,ORD-001248,West,Direct,Beauty,Skin Care Set,11,161.38,0.15,0,3
2024-06-18,ORD-001249,West,Direct,Beauty,Skin Care Set,1,156.43,0,0,1
2024-06-18,ORD-001250,West,Direct,Beauty,Skin Care Set,5,151.86,0,0,4
2024-06-27,ORD-001251,West,Direct,Beauty,Skin Care Set,5,163.49,0,0,4
2024-06-15,ORD-001252,West,Direct,Beauty,Skin Care Set,10,159.59,0.1,0,2
2024-06-28,ORD-001253,West,Direct,Sports,Fitness Band,8,75.65,0.1,0,6
2024-06-09,ORD-001254,West,Direct,Sports,Yoga Mat,1,100.2,0.15,0,2
2024-06-16,ORD-001255,West,Direct,Sports,Fitness Band,1,80.2,0.15,0,6
2024-06-04,ORD-001256,West,Direct,Sports,Yoga Mat,12,97.74,0,0,1
2024-06-22,ORD-001257,West,Direct,Sports,Fitness Band,3,77.75,0,1,3
2024-06-15,ORD-001258,West,Direct,Sports,Fitness Band,3,75.37,0.15,0,2
2024-06-27,ORD-001259,West,Social,Electronics,Earbuds,1,204.71,0,0,7
2024-06-05,ORD-001260,West,Social,Electronics,Smart Watch,2,379.06,0,0,2
2024-06-03,ORD-001261,West,Social,Electronics,Earbuds,10,203.92,0,0,3
2024-06-16,ORD-001262,West,Social,Electronics,Smart Watch,7,403.06,0.05,0,4
2024-06-08,ORD-001263,West,Social,Electronics,Earbuds,7,199.17,0.15,0,5
2024-06-03,ORD-001264,West,Social,Home,Desk Lamp,9,88.38,0,0,5
2024-06-04,ORD-001265,West,Social,Home,Desk Lamp,3,93.21,0.1,0,1
2024-06-09,ORD-001266,West,Social,Home,Desk Lamp,10,91.46,0.1,0,4
2024-06-16,ORD-001267,West,Social,Beauty,Hair Dryer,7,235.13,0.1,0,2
2024-06-03,ORD-001268,West,Social,Beauty,Skin Care Set,10,154.61,0,0,4
2024-06-08,ORD-001269,West,Social,Beauty,Hair Dryer,5,229.19,0,0,3
2024-06-13,ORD-001270,West,Social,Beauty,Hair Dryer,6,225.49,0,0,4
2024-06-06,ORD-001271,West,Social,Beauty,Hair Dryer,5,234.73,0,0,5
2024-06-27,ORD-001272,West,Social,Sports,Yoga Mat,4,102.12,0,0,3
2024-06-02,ORD-001273,West,Social,Sports,Fitness Band,12,77.94,0,0,2
2024-06-16,ORD-001274,West,Social,Sports,Yoga Mat,3,102.25,0.1,0,2
2024-06-06,ORD-001275,West,Social,Sports,Yoga Mat,1,102.75,0.1,0,5
2024-07-02,ORD-001276,South,Marketplace,Electronics,Earbuds,5,195.89,0,0,4
2024-07-09,ORD-001277,South,Marketplace,Electronics,Earbuds,6,208.23,0.05,0,4
2024-07-27,ORD-001278,South,Marketplace,Electronics,Earbuds,7,194.58,0.1,0,3
2024-07-19,ORD-001279,South,Marketplace,Electronics,Earbuds,5,190.74,0.1,0,5
2024-07-24,ORD-001280,South,Marketplace,Electronics,Earbuds,6,201.32,0.05,0,3
2024-07-10,ORD-001281,South,Marketplace,Electronics,Smart Watch,6,408.09,0,0,2
2024-07-12,ORD-001282,South,Marketplace,Home,Desk Lamp,1,88.31,0.1,0,3
2024-07-02,ORD-001283,South,Marketplace,Home,Storage Box,8,50.5,0.15,0,2
2024-07-22,ORD-001284,South,Marketplace,Home,Desk Lamp,12,89.04,0.1,0,1
2024-07-16,ORD-001285,South,Marketplace,Home,Storage Box,5,48.46,0.1,0,4
2024-07-22,ORD-001286,South,Marketplace,Home,Storage Box,7,48.61,0.1,0,6
2024-07-03,ORD-001287,South,Marketplace,Beauty,Skin Care Set,4,153.39,0,0,1
2024-07-18,ORD-001288,South,Marketplace,Beauty,Hair Dryer,6,230.77,0.15,0,2
2024-07-01,ORD-001289,South,Marketplace,Beauty,Skin Care Set,8,153.45,0,0,6
2024-07-21,ORD-001290,South,Marketplace,Sports,Yoga Mat,3,103.09,0.1,0,2
2024-07-21,ORD-001291,South,Marketplace,Sports,Yoga Mat,9,103.0,0.05,0,3
2024-07-20,ORD-001292,South,Marketplace,Sports,Fitness Band,2,80.22,0,0,4
2024-07-08,ORD-001293,South,Direct,Electronics,Earbuds,11,191.34,0,0,2
2024-07-25,ORD-001294,South,Direct,Electronics,Earbuds,10,194.18,0.05,0,2
2024-07-10,ORD-001295,South,Direct,Electronics,Earbuds,7,199.24,0,0,3
2024-07-20,ORD-001296,South,Direct,Home,Storage Box,8,49.06,0.1,0,2
2024-07-04,ORD-001297,South,Direct,Home,Storage Box,2,49.99,0.15,0,2
2024-07-25,ORD-001298,South,Direct,Home,Storage Box,4,47.07,0,0,3
2024-07-10,ORD-001299,South,Direct,Home,Desk Lamp,6,85.35,0.1,0,5
2024-07-10,ORD-001300,South,Direct,Home,Desk Lamp,8,88.47,0,0,3
2024-07-09,ORD-001301,South,Direct,Home,Storage Box,3,50.98,0.1,0,3
2024-07-12,ORD-001302,South,Direct,Beauty,Skin Care Set,11,155.07,0.05,0,3
2024-07-28,ORD-001303,South,Direct,Beauty,Hair Dryer,4,223.0,0,0,5
2024-07-07,ORD-001304,South,Direct,Beauty,Skin Care Set,7,165.62,0.05,0,4
2024-07-06,ORD-001305,South,Direct,Beauty,Hair Dryer,2,222.48,0.05,0,3
2024-07-14,ORD-001306,South,Direct,Beauty,Skin Care Set,10,155.18,0.05,0,2
2024-07-22,ORD-001307,South,Direct,Sports,Yoga Mat,1,101.39,0.15,0,4
2024-07-04,ORD-001308,South,Direct,Sports,Yoga Mat,10,95.42,0.15,0,2
2024-07-15,ORD-001309,South,Direct,Sports,Yoga Mat,6,99.96,0.05,0,5
2024-07-28,ORD-001310,South,Direct,Sports,Fitness Band,12,79.0,0.05,0,2
2024-07-22,ORD-001311,South,Direct,Sports,Yoga Mat,3,101.37,0,0,2
2024-07-02,ORD-001312,South,Direct,Sports,Yoga Mat,3,96.87,0.05,0,3
2024-07-20,ORD-001313,South,Social,Electronics,Earbuds,1,199.49,0.15,0,4
2024-07-19,ORD-001314,South,Social,Electronics,Smart Watch,7,401.02,0.15,0,4
2024-07-16,ORD-001315,South,Social,Electronics,Smart Watch,11,391.49,0,0,6
2024-07-24,ORD-001316,South,Social,Electronics,Smart Watch,10,384.14,0,0,2
2024-07-08,ORD-001317,South,Social,Electronics,Earbuds,10,196.4,0.05,0,2
2024-07-19,ORD-001318,South,Social,Home,Desk Lamp,6,87.47,0.1,0,4
2024-07-12,ORD-001319,South,Social,Home,Desk Lamp,6,90.79,0,0,4
2024-07-03,ORD-001320,South,Social,Home,Storage Box,9,49.04,0.15,0,3
2024-07-22,ORD-001321,South,Social,Home,Desk Lamp,11,89.11,0.1,0,5
2024-07-27,ORD-001322,South,Social,Home,Desk Lamp,3,91.2,0,0,5
2024-07-06,ORD-001323,South,Social,Beauty,Hair Dryer,12,224.04,0.1,0,4
2024-07-26,ORD-001324,South,Social,Beauty,Hair Dryer,1,239.16,0.05,0,1
2024-07-06,ORD-001325,South,Social,Beauty,Skin Care Set,9,164.66,0.15,0,2
2024-07-15,ORD-001326,South,Social,Beauty,Hair Dryer,5,225.44,0.15,0,3
2024-07-24,ORD-001327,South,Social,Beauty,Hair Dryer,1,221.85,0,0,5
2024-07-09,ORD-001328,South,Social,Sports,Fitness Band,3,79.72,0.05,0,4
2024-07-09,ORD-001329,South,Social,Sports,Fitness Band,5,76.29,0,0,3
2024-07-19,ORD-001330,South,Social,Sports,Fitness Band,7,81.66,0.15,0,2
2024-07-02,ORD-001331,East,Marketplace,Electronics,Earbuds,4,201.63,0,0,5
2024-07-12,ORD-001332,East,Marketplace,Electronics,Earbuds,12,197.46,0.15,0,4
2024-07-10,ORD-001333,East,Marketplace,Electronics,Earbuds,12,201.49,0,0,2
2024-07-03,ORD-001334,East,Marketplace,Electronics,Earbuds,10,203.25,0,0,3
2024-07-08,ORD-001335,East,Marketplace,Electronics,Earbuds,9,205.61,0.15,0,3
2024-07-22,ORD-001336,East,Marketplace,Electronics,Smart Watch,2,390.12,0.15,0,4
2024-07-05,ORD-001337,East,Marketplace,Home,Storage Box,9,49.02,0.1,0,4
2024-07-22,ORD-001338,East,Marketplace,Home,Desk Lamp,4,89.97,0.15,0,3
2024-07-12,ORD-001339,East,Marketplace,Home,Desk Lamp,12,91.88,0.1,0,1
2024-07-21,ORD-001340,East,Marketplace,Home,Desk Lamp,3,87.74,0,0,4
2024-07-15,ORD-001341,East,Marketplace,Home,Desk Lamp,11,86.57,0.1,0,3
2024-07-22,ORD-001342,East,Marketplace,Beauty,Skin Care Set,12,158.16,0,0,1
2024-07-15,ORD-001343,East,Marketplace,Beauty,Hair Dryer,7,231.42,0.05,0,3
2024-07-27,ORD-001344,East,Marketplace,Beauty,Hair Dryer,2,235.86,0.05,0,2
2024-07-20,ORD-001345,East,Marketplace,Beauty,Skin Care Set,11,159.67,0.1,0,4
2024-07-21,ORD-001346,East,Marketplace,Sports,Fitness Band,1,80.06,0.05,0,4
2024-07-13,ORD-001347,East,Marketplace,Sports,Yoga Mat,12,96.62,0.05,0,3
2024-07-21,ORD-001348,East,Marketplace,Sports,Fitness Band,2,78.76,0.1,0,4
2024-07-02,ORD-001349,East,Marketplace,Sports,Yoga Mat,9,101.16,0.05,0,2
2024-07-17,ORD-001350,East,Direct,Electronics,Smart Watch,12,384.88,0,0,2
2024-07-14,ORD-001351,East,Direct,Electronics,Smart Watch,2,382.26,0.15,0,4
2024-07-06,ORD-001352,East,Direct,Electronics,Smart Watch,5,416.22,0.15,0,3
2024-07-25,ORD-001353,East,Direct,Home,Storage Box,5,47.48,0,0,4
2024-07-20,ORD-001354,East,Direct,Home,Storage Box,4,49.54,0.05,0,1
2024-07-21,ORD-001355,East,Direct,Home,Storage Box,12,46.95,0,1,1
2024-07-04,ORD-001356,East,Direct,Home,Storage Box,8,46.58,0,0,5
2024-07-08,ORD-001357,East,Direct,Home,Desk Lamp,10,85.97,0.15,0,3
2024-07-05,ORD-001358,East,Direct,Home,Desk Lamp,1,89.04,0.15,0,5
2024-07-19,ORD-001359,East,Direct,Beauty,Skin Care Set,10,162.74,0.1,0,4
2024-07-23,ORD-001360,East,Direct,Beauty,Hair Dryer,10,221.63,0,0,4
2024-07-01,ORD-001361,East,Direct,Beauty,Hair Dryer,8,239.58,0.05,0,5
2024-07-13,ORD-001362,East,Direct,Beauty,Skin Care Set,7,153.18,0,0,6
2024-07-24,ORD-001363,East,Direct,Sports,Yoga Mat,10,94.19,0.1,0,5
2024-07-27,ORD-001364,East,Direct,Sports,Fitness Band,2,76.81,0.15,0,2
2024-07-26,ORD-001365,East,Direct,Sports,Yoga Mat,9,95.21,0.05,0,5
2024-07-27,ORD-001366,East,Direct,Sports,Yoga Mat,7,100.7,0,0,1
2024-07-10,ORD-001367,East,Direct,Sports,Yoga Mat,3,100.61,0.15,0,3
2024-07-20,ORD-001368,East,Social,Electronics,Smart Watch,12,386.35,0.15,0,3
2024-07-16,ORD-001369,East,Social,Electronics,Smart Watch,11,390.31,0,0,2
2024-07-12,ORD-001370,East,Social,Electronics,Earbuds,10,192.57,0.1,0,5
2024-07-11,ORD-001371,East,Social,Electronics,Smart Watch,8,412.93,0.15,0,4
2024-07-02,ORD-001372,East,Social,Electronics,Earbuds,8,195.12,0,0,3
2024-07-24,ORD-001373,East,Social,Electronics,Smart Watch,3,384.04,0.1,0,2
2024-07-21,ORD-001374,East,Social,Home,Desk Lamp,10,86.43,0.1,1,4
2024-07-09,ORD-001375,East,Social,Home,Storage Box,7,49.17,0.1,0,4
2024-07-19,ORD-001376,East,Social,Home,Storage Box,7,50.37,0.05,0,6
2024-07-21,ORD-001377,East,Social,Home,Desk Lamp,5,85.97,0.1,1,5
2024-07-23,ORD-001378,East,Social,Home,Storage Box,5,47.24,0,0,1
2024-07-05,ORD-001379,East,Social,Beauty,Skin Care Set,9,161.77,0.1,0,3
2024-07-18,ORD-001380,East,Social,Beauty,Skin Care Set,12,156.55,0,0,5
2024-07-06,ORD-001381,East,Social,Beauty,Skin Care Set,3,157.38,0,0,4
2024-07-27,ORD-001382,East,Social,Beauty,Skin Care Set,12,151.48,0.1,0,2
2024-07-13,ORD-001383,East,Social,Beauty,Hair Dryer,10,220.98,0.15,0,4
2024-07-17,ORD-001384,East,Social,Beauty,Hair Dryer,10,230.12,0,0,5
2024-07-19,ORD-001385,East,Social,Sports,Fitness Band,6,78.94,0.1,0,4
2024-07-06,ORD-001386,East,Social,Sports,Yoga Mat,4,101.16,0,0,4
2024-07-13,ORD-001387,East,Social,Sports,Yoga Mat,10,94.88,0,0,1
2024-07-06,ORD-001388,East,Social,Sports,Yoga Mat,4,97.34,0,0,6
2024-07-02,ORD-001389,East,Social,Sports,Yoga Mat,3,97.64,0,0,4
2024-07-22,ORD-001390,East,Social,Sports,Fitness Band,3,78.53,0,0,3
2024-07-17,ORD-001391,North,Marketplace,Electronics,Earbuds,1,189.34,0.1,0,3
2024-07-21,ORD-001392,North,Marketplace,Electronics,Smart Watch,9,401.11,0.1,0,3
2024-07-13,ORD-001393,North,Marketplace,Electronics,Earbuds,8,197.81,0.15,0,3
2024-07-25,ORD-001394,North,Marketplace,Electronics,Smart Watch,8,399.77,0,0,3
2024-07-17,ORD-001395,North,Marketplace,Electronics,Earbuds,11,194.54,0.05,0,2
2024-07-12,ORD-001396,North,Marketplace,Home,Desk Lamp,6,89.6,0.15,0,3
2024-07-27,ORD-001397,North,Marketplace,Home,Storage Box,1,48.4,0.1,0,3
2024-07-04,ORD-001398,North,Marketplace,Home,Desk Lamp,4,86.96,0.1,0,2
2024-07-05,ORD-001399,North,Marketplace,Home,Storage Box,12,50.98,0.05,0,5
2024-07-06,ORD-001400,North,Marketplace,Home,Desk Lamp,2,86.88,0,0,2
2024-07-16,ORD-001401,North,Marketplace,Beauty,Skin Care Set,12,155.28,0.15,0,3
2024-07-06,ORD-001402,North,Marketplace,Beauty,Skin Care Set,12,165.7,0.05,0,5
2024-07-22,ORD-001403,North,Marketplace,Beauty,Skin Care Set,12,161.12,0,0,3
2024-07-21,ORD-001404,North,Marketplace,Beauty,Hair Dryer,1,219.0,0,0,5
2024-07-06,ORD-001405,North,Marketplace,Beauty,Skin Care Set,10,151.13,0.05,0,2
2024-07-21,ORD-001406,North,Marketplace,Sports,Fitness Band,5,79.51,0,0,3
2024-07-05,ORD-001407,North,Marketplace,Sports,Fitness Band,8,80.69,0.1,0,4
2024-07-21,ORD-001408,North,Marketplace,Sports,Yoga Mat,10,96.4,0,0,2
2024-07-20,ORD-001409,North,Marketplace,Sports,Yoga Mat,7,95.58,0,0,4
2024-07-24,ORD-001410,North,Marketplace,Sports,Fitness Band,11,77.79,0.15,0,3
2024-07-02,ORD-001411,North,Marketplace,Sports,Fitness Band,9,77.71,0.1,0,4
2024-07-18,ORD-001412,North,Direct,Electronics,Smart Watch,5,394.33,0.05,0,3
2024-07-16,ORD-001413,North,Direct,Electronics,Smart Watch,7,386.03,0.15,0,4
2024-07-17,ORD-001414,North,Direct,Electronics,Earbuds,8,201.88,0.1,0,5
2024-07-23,ORD-001415,North,Direct,Electronics,Earbuds,8,207.75,0.15,0,5
2024-07-25,ORD-001416,North,Direct,Home,Desk Lamp,9,91.96,0,0,7
2024-07-05,ORD-001417,North,Direct,Home,Storage Box,5,47.56,0.15,0,6
2024-07-06,ORD-001418,North,Direct,Home,Storage Box,4,47.64,0,0,1
2024-07-28,ORD-001419,North,Direct,Home,Desk Lamp,11,89.44,0.1,0,3
2024-07-22,ORD-001420,North,Direct,Beauty,Hair Dryer,7,229.15,0,0,3
2024-07-14,ORD-001421,North,Direct,Beauty,Hair Dryer,10,222.16,0,0,5
2024-07-28,ORD-001422,North,Direct,Beauty,Skin Care Set,5,164.67,0.15,0,2
2024-07-11,ORD-001423,North,Direct,Beauty,Skin Care Set,10,154.08,0.1,0,4
2024-07-06,ORD-001424,North,Direct,Sports,Yoga Mat,4,99.07,0,0,2
2024-07-04,ORD-001425,North,Direct,Sports,Yoga Mat,2,103.02,0.05,0,4
2024-07-04,ORD-001426,North,Direct,Sports,Fitness Band,8,77.94,0.05,0,4
2024-07-23,ORD-001427,North,Direct,Sports,Fitness Band,1,76.92,0,0,2
2024-07-06,ORD-001428,North,Direct,Sports,Yoga Mat,11,101.11,0,0,5
2024-07-09,ORD-001429,North,Direct,Sports,Yoga Mat,7,99.85,0.15,0,3
2024-07-16,ORD-001430,North,Social,Electronics,Earbuds,8,207.23,0.05,0,4
2024-07-10,ORD-001431,North,Social,Electronics,Smart Watch,9,387.66,0,0,4
2024-07-20,ORD-001432,North,Social,Electronics,Smart Watch,7,416.28,0.05,0,4
2024-07-18,ORD-001433,North,Social,Electronics,Earbuds,7,190.41,0.05,0,6
2024-07-01,ORD-001434,North,Social,Electronics,Smart Watch,7,416.75,0.1,0,3
2024-07-21,ORD-001435,North,Social,Home,Desk Lamp,1,93.32,0.05,0,2
2024-07-26,ORD-001436,North,Social,Home,Storage Box,6,49.02,0,0,3
2024-07-13,ORD-001437,North,Social,Home,Desk Lamp,12,90.81,0.15,0,3
2024-07-14,ORD-001438,North,Social,Beauty,Skin Care Set,10,163.11,0.15,0,3
2024-07-27,ORD-001439,North,Social,Beauty,Hair Dryer,9,219.58,0,0,3
2024-07-06,ORD-001440,North,Social,Beauty,Skin Care Set,7,159.01,0,0,2
2024-07-28,ORD-001441,North,Social,Beauty,Skin Care Set,5,155.32,0.05,0,3
2024-07-28,ORD-001442,North,Social,Beauty,Skin Care Set,9,164.32,0.15,0,3
2024-07-28,ORD-001443,North,Social,Beauty,Skin Care Set,11,161.17,0.1,0,1
2024-07-14,ORD-001444,North,Social,Sports,Yoga Mat,6,103.27,0,0,5
2024-07-22,ORD-001445,North,Social,Sports,Fitness Band,4,81.5,0.15,0,3
2024-07-19,ORD-001446,North,Social,Sports,Fitness Band,4,81.09,0,0,5
2024-07-21,ORD-001447,North,Social,Sports,Yoga Mat,4,98.71,0,0,4
2024-07-20,ORD-001448,North,Social,Sports,Yoga Mat,5,98.35,0.1,0,6
2024-07-22,ORD-001449,North,Social,Sports,Yoga Mat,7,102.95,0.05,0,3
2024-07-19,ORD-001450,West,Marketplace,Electronics,Earbuds,12,194.85,0,0,2
2024-07-24,ORD-001451,West,Marketplace,Electronics,Smart Watch,2,392.1,0.05,0,5
2024-07-10,ORD-001452,West,Marketplace,Electronics,Smart Watch,7,403.18,0.15,0,2
2024-07-17,ORD-001453,West,Marketplace,Electronics,Earbuds,7,207.68,0.15,0,1
2024-07-23,ORD-001454,West,Marketplace,Home,Storage Box,6,47.22,0,0,3
2024-07-18,ORD-001455,West,Marketplace,Home,Storage Box,6,49.77,0.05,0,2
2024-07-15,ORD-001456,West,Marketplace,Home,Storage Box,8,47.51,0,0,2
2024-07-01,ORD-001457,West,Marketplace,Home,Storage Box,3,50.28,0.1,0,1
2024-07-03,ORD-001458,West,Marketplace,Home,Desk Lamp,7,89.39,0.05,0,3
2024-07-06,ORD-001459,West,Marketplace,Home,Desk Lamp,9,88.32,0.15,0,5
2024-07-03,ORD-001460,West,Marketplace,Beauty,Hair Dryer,5,233.04,0.05,0,1
2024-07-22,ORD-001461,West,Marketplace,Beauty,Hair Dryer,1,222.34,0.15,0,3
2024-07-01,ORD-001462,West,Marketplace,Beauty,Skin Care Set,7,162.68,0.15,0,3
2024-07-05,ORD-001463,West,Marketplace,Beauty,Hair Dryer,11,219.83,0,0,3
2024-07-05,ORD-001464,West,Marketplace,Beauty,Skin Care Set,10,151.15,0.1,0,4
2024-07-08,ORD-001465,West,Marketplace,Sports,Yoga Mat,6,98.53,0.15,0,4
2024-07-24,ORD-001466,West,Marketplace,Sports,Fitness Band,11,79.98,0.1,0,3
2024-07-01,ORD-001467,West,Marketplace,Sports,Fitness Band,2,76.96,0.15,0,3
2024-07-04,ORD-001468,West,Marketplace,Sports,Yoga Mat,7,98.23,0.05,0,3
2024-07-19,ORD-001469,West,Direct,Electronics,Smart Watch,12,417.93,0,0,6
2024-07-28,ORD-001470,West,Direct,Electronics,Earbuds,12,195.04,0,0,2
2024-07-20,ORD-001471,West,Direct,Electronics,Earbuds,12,198.37,0.1,0,2
2024-07-18,ORD-001472,West,Direct,Electronics,Earbuds,1,199.36,0,0,3
2024-07-13,ORD-001473,West,Direct,Electronics,Smart Watch,4,409.93,0.1,0,4
2024-07-05,ORD-001474,West,Direct,Home,Desk Lamp,8,86.31,0,0,5
2024-07-04,ORD-001475,West,Direct,Home,Desk Lamp,7,89.65,0.15,0,3
2024-07-14,ORD-001476,West,Direct,Home,Storage Box,10,50.4,0.1,0,2
2024-07-08,ORD-001477,West,Direct,Beauty,Hair Dryer,2,220.77,0,0,6
2024-07-19,ORD-001478,West,Direct,Beauty,Hair Dryer,6,231.63,0,0,3
2024-07-16,ORD-001479,West,Direct,Beauty,Skin Care Set,2,151.74,0,0,3
2024-07-01,ORD-001480,West,Direct,Sports,Yoga Mat,2,99.83,0.15,0,3
2024-07-10,ORD-001481,West,Direct,Sports,Yoga Mat,8,103.94,0,0,6
2024-07-28,ORD-001482,West,Direct,Sports,Fitness Band,1,75.72,0,0,4
2024-07-15,ORD-001483,West,Social,Electronics,Smart Watch,5,384.47,0,0,4
2024-07-26,ORD-001484,West,Social,Electronics,Smart Watch,11,405.74,0.05,0,3
2024-07-01,ORD-001485,West,Social,Electronics,Earbuds,2,193.69,0.15,0,4
2024-07-15,ORD-001486,West,Social,Electronics,Earbuds,1,208.9,0.1,0,7
